"","dose","RR","lb","ub"
"1",0,1,1,1
"2",0.13015015015015,0.993772789613323,0.992701535425864,0.994845199823506
"3",0.2603003003003,0.987586158210957,0.985458465512051,0.989718444788123
"4",0.39045045045045,0.981441620311185,0.978272466481245,0.984621040745104
"5",0.520600600600601,0.975340647845263,0.971145156502276,0.979554264334105
"6",0.650750750750751,0.969284670916152,0.964078096884879,0.974519363429975
"7",0.780900900900901,0.963275078577771,0.957072793298405,0.969517557605153
"8",0.911051051051051,0.957313219633535,0.95013069701253,0.964550038606992
"9",1.0412012012012,0.951400403453005,0.943253206158058,0.959617970849352
"10",1.17135135135135,0.945537900805493,0.936441667005998,0.954722491917837
"11",1.3015015015015,0.939726944709506,0.929697375263174,0.949864713088045
"12",1.43165165165165,0.933968731296969,0.923021577382683,0.945045719856251
"13",1.5618018018018,0.928264420691196,0.916415471887595,0.940266572481934
"14",1.69195195195195,0.922615137897622,0.909880210706369,0.935528306541605
"15",1.8221021021021,0.917021973706343,0.90341690051853,0.930831933493398
"16",1.95225225225225,0.911485985605575,0.897026604109209,0.926178441251916
"17",2.0824024024024,0.906008198705155,0.890710341731234,0.921568794772843
"18",2.21255255255255,0.900589606669271,0.884469092473542,0.91700393664686
"19",2.3427027027027,0.895231172657639,0.878303795634721,0.912484787702412
"20",2.47285285285285,0.889933830274394,0.872215352100596,0.908012247616931
"21",2.603003003003,0.884698484524004,0.866204625724814,0.903587195536086
"22",2.73315315315315,0.879526012773542,0.860272444711484,0.899210490700724
"23",2.8633033033033,0.874417265720718,0.854419602998953,0.894882973081124
"24",2.99345345345345,0.8693730683671,0.848646861643919,0.890605464018265
"25",3.1236036036036,0.864394220995997,0.842954950205103,0.886378766871798
"26",3.25375375375375,0.85948150015451,0.837344568125791,0.882203667674445
"27",3.3839039039039,0.854635659639323,0.831816386114618,0.878080935792597
"28",3.51405405405405,0.84985743148582,0.826371047524037,0.874011324592863
"29",3.6442042042042,0.845147526960173,0.821009169725952,0.869995572114397
"30",3.77435435435435,0.840506637554069,0.8157313454841,0.866034401746816
"31",3.90450450450451,0.835935435981816,0.810538144322776,0.86212852291358
"32",4.03465465465465,0.831434577179566,0.805430113891613,0.858278631760706
"33",4.16480480480481,0.827004699306469,0.800407781326125,0.85448541185073
"34",4.29495495495496,0.822646424747599,0.795471654603828,0.850749534861868
"35",4.42510510510511,0.818360361118527,0.790622223895799,0.847071661292323
"36",4.55525525525526,0.814147102271455,0.78585996291356,0.843452441169744
"37",4.68540540540541,0.81000722930289,0.781185330251269,0.839892514765869
"38",4.81555555555556,0.805941311562838,0.776598770723234,0.836392513316394
"39",4.94570570570571,0.801949907665561,0.7721007166968,0.83295305974616
"40",5.07585585585586,0.798033566501981,0.767691589420761,0.829574769399771
"41",5.20600600600601,0.794192828253835,0.763371800349431,0.826258250777806
"42",5.33615615615616,0.790428133827446,0.759141648448407,0.823004028329766
"43",5.46630630630631,0.786738841240525,0.755000204607837,0.819811704074947
"44",5.59645645645646,0.783123623315011,0.750945767806654,0.816680292619922
"45",5.72660660660661,0.77958116918678,0.746976663016541,0.813608817304067
"46",5.85675675675676,0.776110195795864,0.743091253998904,0.810596320138068
"47",5.98690690690691,0.772709447145839,0.739287942207503,0.807641861336946
"48",6.11705705705706,0.769377693583453,0.735565165722608,0.804744518865678
"49",6.24720720720721,0.766113731097853,0.731921398215793,0.8019033879969
"50",6.37735735735736,0.76291638063882,0.728355147944467,0.79911758088022
"51",6.50750750750751,0.759784487453416,0.724864956775273,0.796386226122695
"52",6.63765765765766,0.756716920440479,0.721449399235489,0.793708468380071
"53",6.76780780780781,0.753712571522428,0.718107081591566,0.791083467958412
"54",6.89795795795796,0.750770355033837,0.714836640953996,0.788510400425751
"55",7.02810810810811,0.747889207126286,0.711636744407681,0.78598845623344
"56",7.15825825825826,0.745068085188966,0.70850608816702,0.783516840346881
"57",7.28840840840841,0.742305967284597,0.705443396754948,0.781094771885334
